country,continent,year,population,gdp,primary_energy_consumption,renewable_energy_consumption,renewables_share_energy,electricity_generation,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,nuclear_consumption,solar_capacity_mw,wind_capacity_mw,hydro_capacity_mw,carbon_emissions_mt,energy_imports_twh,energy_exports_twh,energy_intensity_gdp,average_energy_price_usd_per_kwh,industrial_energy_use_twh,residential_energy_use_twh,transport_energy_use_twh,temperature_celsius,renewable_investment_usd_billion,energy_efficiency_index,urbanization_rate,policy_index
Japan,Asia,2009,136.44,6119.43,7.8,1.73,22.2,3.08,6.07,1.69,2.21,2.17,1.31,1016.57,1210.37,890.13,4.59,1.59,0.16,0.0011,0.0825,2.34,2.34,2.34,18.7,119.48,70.88,79.5,7.62
Japan,Asia,2010,137.53,6272.41,7.98,1.84,23.0,3.19,6.15,1.66,2.21,2.27,1.36,1280.88,1439.66,924.17,4.62,1.82,0.16,0.0011,0.1141,2.39,2.39,2.39,18.5,145.91,72.24,80.0,7.88
Japan,Asia,2011,138.63,6429.22,8.17,2.04,25.0,3.31,6.12,1.6,2.18,2.34,1.4,1613.91,1712.39,959.51,4.55,1.72,0.16,0.0011,0.0874,2.45,2.45,2.45,17.5,186.95,74.22,80.5,7.77
Japan,Asia,2012,139.74,6589.96,8.35,2.26,27.0,3.43,6.1,1.55,2.15,2.4,1.45,2033.53,2036.78,996.2,4.48,2.14,0.17,0.001,0.0925,2.51,2.51,2.51,17.75,237.99,72.46,81.0,7.65
Japan,Asia,2013,140.86,6754.7,8.55,2.48,29.0,3.55,6.07,1.49,2.11,2.46,1.5,2562.25,2422.63,1034.3,4.41,2.04,0.17,0.001,0.1017,2.56,2.56,2.56,18.39,301.31,77.22,81.5,7.8
Japan,Asia,2014,141.99,6923.57,8.74,2.71,31.0,3.67,6.03,1.44,2.08,2.52,1.56,3228.43,2881.57,1073.85,4.33,1.99,0.17,0.001,0.1193,2.62,2.62,2.62,18.35,379.67,77.29,82.0,8.46
Japan,Asia,2015,143.12,7096.66,8.95,2.95,33.0,3.8,5.99,1.38,2.04,2.58,1.61,4067.82,3427.46,1114.91,4.25,2.62,0.18,0.001,0.0959,2.68,2.68,2.68,19.45,476.4,77.97,82.5,10.0
Japan,Asia,2016,144.27,7274.08,9.15,3.2,35.0,3.94,5.95,1.32,2.0,2.63,1.67,5125.46,4076.75,1157.54,4.17,2.0,0.18,0.001,0.1312,2.75,2.75,2.75,18.63,595.6,78.52,83.0,10.0
Japan,Asia,2017,145.42,7455.93,9.37,3.47,37.0,4.07,5.9,1.26,1.96,2.68,1.72,6458.07,4849.05,1201.81,4.09,1.74,0.19,0.0009,0.097,2.81,2.81,2.81,17.94,742.18,78.91,83.5,10.0
Japan,Asia,2018,146.59,7642.33,9.58,3.74,39.0,4.22,5.84,1.2,1.92,2.72,1.78,8137.17,5767.66,1247.77,4.0,1.64,0.19,0.0009,0.1216,2.87,2.87,2.87,18.08,922.13,80.98,84.0,10.0
Japan,Asia,2019,147.76,7833.39,9.8,4.02,41.0,4.36,5.78,1.15,1.87,2.76,1.84,10252.84,6860.28,1295.48,3.91,2.17,0.2,0.0009,0.1247,2.94,2.94,2.94,18.1,1142.7,81.57,84.5,10.0
Japan,Asia,2020,148.94,8029.22,10.03,4.31,43.0,4.51,5.72,1.09,1.83,2.8,1.91,12918.58,8159.89,1345.02,3.81,1.76,0.2,0.0009,0.1111,3.01,3.01,3.01,18.15,1412.66,82.35,85.0,10.0
Japan,Asia,2021,150.13,8229.95,10.26,4.62,45.0,4.67,5.64,1.03,1.78,2.83,1.97,16277.4,9705.7,1396.45,3.72,2.25,0.21,0.0009,0.1103,3.08,3.08,3.08,18.57,1742.63,85.21,85.5,10.0
Japan,Asia,2022,151.33,8435.7,10.5,4.93,47.0,4.83,5.56,0.97,1.74,2.86,2.04,20509.53,11544.35,1449.85,3.62,1.64,0.21,0.0008,0.136,3.15,3.15,3.15,19.14,2145.42,84.73,86.0,10.0
Japan,Asia,2023,152.54,8646.59,10.74,5.26,49.0,5.0,5.48,0.91,1.69,2.88,2.11,25842.01,13731.31,1505.3,3.52,3.1,0.21,0.0008,0.1084,3.22,3.22,3.22,18.47,2636.52,88.82,86.5,10.0
Japan,Asia,2024,153.76,8862.76,10.99,5.61,51.0,5.17,5.39,0.85,1.64,2.9,2.18,32560.93,16332.58,1562.86,3.41,1.95,0.22,0.0008,0.1164,3.3,3.3,3.3,18.7,3234.65,88.74,87.0,10.0
United Kingdom,Europe,2000,59.0,1650.0,2.95,0.44,15.0,1.03,2.51,0.88,1.0,0.63,0.06,59.0,118.0,295.0,1.97,0.61,0.06,0.0018,0.0785,0.89,0.89,0.89,10.49,6.19,58.15,75.0,5.75
United Kingdom,Europe,2001,59.47,1691.25,3.02,0.48,15.8,1.07,2.54,0.87,1.01,0.67,0.06,74.34,140.35,306.28,1.99,0.78,0.06,0.0018,0.0978,0.91,0.91,0.91,10.06,7.68,61.33,75.5,5.76
United Kingdom,Europe,2002,59.95,1733.53,3.09,0.51,16.6,1.11,2.58,0.86,1.01,0.71,0.06,93.67,166.94,317.99,2.01,0.67,0.06,0.0017,0.0853,0.93,0.93,0.93,9.56,9.51,61.48,76.0,6.18
United Kingdom,Europe,2003,60.43,1776.87,3.16,0.55,17.4,1.15,2.61,0.85,1.01,0.75,0.06,118.02,198.57,330.15,2.03,0.48,0.06,0.0017,0.0789,0.95,0.95,0.95,9.54,11.76,62.91,76.5,6.07
United Kingdom,Europe,2004,60.91,1821.29,3.23,0.59,18.2,1.2,2.64,0.84,1.02,0.79,0.06,148.71,236.18,342.78,2.04,0.92,0.06,0.0017,0.0917,0.97,0.97,0.97,10.52,14.49,65.96,77.0,6.6
United Kingdom,Europe,2005,61.4,1866.82,3.31,0.63,19.0,1.24,2.68,0.83,1.02,0.83,0.07,187.37,280.93,355.89,2.06,0.54,0.07,0.0016,0.0915,0.99,0.99,0.99,10.37,17.84,66.98,77.5,6.68
United Kingdom,Europe,2006,61.89,1913.49,3.38,0.67,19.8,1.29,2.71,0.82,1.02,0.87,0.07,236.09,334.15,369.49,2.08,0.57,0.07,0.0016,0.0834,1.02,1.02,1.02,9.97,21.91,67.78,78.0,6.97
United Kingdom,Europe,2007,62.38,1961.33,3.46,0.71,20.6,1.33,2.75,0.81,1.02,0.92,0.07,297.47,397.45,383.62,2.1,0.7,0.07,0.0016,0.1135,1.04,1.04,1.04,10.49,26.87,67.35,78.5,6.65
United Kingdom,Europe,2008,62.88,2010.36,3.54,0.76,21.4,1.38,2.78,0.8,1.02,0.96,0.07,374.81,472.74,398.29,2.11,0.61,0.07,0.0016,0.0858,1.06,1.06,1.06,9.64,32.9,68.35,79.0,6.99
United Kingdom,Europe,2009,63.39,2060.62,3.62,0.8,22.2,1.43,2.82,0.78,1.03,1.01,0.07,472.27,562.3,413.53,2.13,0.64,0.07,0.0015,0.1139,1.09,1.09,1.09,9.52,40.23,70.9,79.5,7.26
United Kingdom,Europe,2010,63.89,2112.14,3.71,0.85,23.0,1.48,2.85,0.77,1.03,1.06,0.07,595.06,668.82,429.34,2.15,1.1,0.07,0.0015,0.0845,1.11,1.11,1.11,10.2,49.13,73.88,80.0,7.87
United Kingdom,Europe,2011,64.4,2164.94,3.79,0.95,25.0,1.54,2.84,0.75,1.01,1.09,0.08,749.77,795.52,445.76,2.12,1.03,0.08,0.0015,0.0923,1.14,1.14,1.14,9.78,62.95,73.87,80.5,8.08
United Kingdom,Europe,2012,64.92,2219.07,3.88,1.05,27.0,1.59,2.83,0.72,1.0,1.12,0.08,944.71,946.22,462.8,2.08,0.91,0.08,0.0014,0.1069,1.16,1.16,1.16,10.04,80.14,75.48,81.0,7.49
United Kingdom,Europe,2013,65.44,2274.54,3.97,1.15,29.0,1.65,2.82,0.69,0.98,1.14,0.08,1190.33,1125.47,480.5,2.05,0.79,0.08,0.0014,0.103,1.19,1.19,1.19,10.54,101.46,74.57,81.5,7.56
United Kingdom,Europe,2014,65.96,2331.41,4.06,1.26,31.0,1.71,2.8,0.67,0.96,1.17,0.08,1499.82,1338.68,498.87,2.01,0.98,0.08,0.0014,0.0995,1.22,1.22,1.22,10.72,127.85,75.42,82.0,8.08
United Kingdom,Europe,2015,66.49,2389.69,4.16,1.37,33.0,1.77,2.78,0.64,0.95,1.2,0.08,1889.78,1592.28,517.95,1.98,0.96,0.08,0.0013,0.0921,1.25,1.25,1.25,10.27,160.42,76.54,82.5,9.81
United Kingdom,Europe,2016,67.02,2449.43,4.25,1.49,35.0,1.83,2.76,0.61,0.93,1.22,0.09,2381.12,1893.92,537.76,1.94,1.27,0.09,0.0013,0.1049,1.28,1.28,1.28,11.26,200.56,78.22,83.0,10.0
United Kingdom,Europe,2017,67.56,2510.67,4.35,1.61,37.0,1.89,2.74,0.59,0.91,1.24,0.09,3000.21,2252.71,558.32,1.9,1.15,0.09,0.0013,0.1178,1.31,1.31,1.31,10.62,249.92,80.05,83.5,10.0
United Kingdom,Europe,2018,68.1,2573.44,4.45,1.74,39.0,1.96,2.72,0.56,0.89,1.27,0.09,3780.26,2679.46,579.67,1.86,1.29,0.09,0.0013,0.1292,1.34,1.34,1.34,11.65,310.51,80.1,84.0,10.0
United Kingdom,Europe,2019,68.64,2637.77,4.55,1.87,41.0,2.03,2.69,0.53,0.87,1.28,0.09,4763.13,3187.06,601.84,1.82,1.32,0.09,0.0012,0.1052,1.37,1.37,1.37,9.89,384.79,83.76,84.5,10.0
United Kingdom,Europe,2020,69.19,2703.72,4.66,2.0,43.0,2.1,2.66,0.5,0.85,1.3,0.09,6001.54,3790.82,624.85,1.77,1.29,0.09,0.0012,0.1056,1.4,1.4,1.4,11.39,475.69,82.81,85.0,10.0
United Kingdom,Europe,2021,69.75,2771.31,4.77,2.15,45.0,2.17,2.62,0.48,0.83,1.32,0.1,7561.94,4508.95,648.75,1.73,0.83,0.1,0.0012,0.1346,1.43,1.43,1.43,11.17,586.8,85.29,85.5,10.0
United Kingdom,Europe,2022,70.3,2840.59,4.88,2.29,47.0,2.24,2.59,0.45,0.81,1.33,0.1,9528.05,5363.12,673.55,1.68,1.37,0.1,0.0012,0.1197,1.46,1.46,1.46,11.51,722.44,86.16,86.0,10.0
United Kingdom,Europe,2023,70.87,2911.61,4.99,2.45,49.0,2.32,2.55,0.42,0.78,1.34,0.1,12005.34,6379.11,699.31,1.63,1.09,0.1,0.0011,0.1181,1.5,1.5,1.5,11.42,887.81,87.61,86.5,10.0
United Kingdom,Europe,2024,71.43,2984.4,5.11,2.6,51.0,2.4,2.5,0.4,0.76,1.35,0.1,15126.73,7587.57,726.05,1.58,1.45,0.1,0.0011,0.1234,1.53,1.53,1.53,11.05,1089.22,90.43,87.0,10.0
France,Europe,2000,61.0,1450.0,3.05,0.46,15.0,1.07,2.59,0.91,1.04,0.65,0.46,61.0,122.0,305.0,2.04,0.51,0.06,0.0021,0.0976,0.91,0.91,0.91,10.26,5.44,59.34,75.0,5.64
France,Europe,2001,61.49,1486.25,3.12,0.49,15.8,1.11,2.63,0.9,1.04,0.69,0.47,76.86,145.11,316.66,2.06,0.84,0.06,0.0021,0.0868,0.94,0.94,0.94,10.11,6.75,62.78,75.5,6.44
France,Europe,2002,61.98,1523.41,3.19,0.53,16.6,1.15,2.66,0.89,1.04,0.73,0.49,96.84,172.6,328.77,2.08,0.55,0.06,0.002,0.0765,0.96,0.96,0.96,9.58,8.36,63.38,76.0,5.83
France,Europe,2003,62.48,1561.49,3.27,0.57,17.4,1.19,2.7,0.88,1.05,0.77,0.51,122.02,205.3,341.34,2.09,0.77,0.07,0.002,0.0965,0.98,0.98,0.98,10.87,10.33,62.97,76.5,6.77
France,Europe,2004,62.98,1600.53,3.34,0.61,18.2,1.24,2.73,0.87,1.05,0.81,0.53,153.75,244.19,354.4,2.11,0.56,0.07,0.002,0.1019,1.0,1.0,1.0,9.41,12.74,64.39,77.0,6.9
France,Europe,2005,63.48,1640.54,3.42,0.65,19.0,1.28,2.77,0.86,1.05,0.86,0.55,193.72,290.45,367.95,2.13,0.59,0.07,0.0019,0.0792,1.03,1.03,1.03,10.64,15.67,66.88,77.5,6.89
France,Europe,2006,63.99,1681.56,3.5,0.69,19.8,1.33,2.81,0.85,1.05,0.9,0.57,244.09,345.47,382.02,2.15,0.89,0.07,0.0019,0.0937,1.05,1.05,1.05,9.74,19.25,66.58,78.0,6.58
France,Europe,2007,64.5,1723.59,3.58,0.74,20.6,1.38,2.84,0.84,1.06,0.95,0.59,307.56,410.92,396.63,2.17,1.02,0.07,0.0019,0.0973,1.07,1.07,1.07,10.08,23.61,68.25,78.5,7.5
France,Europe,2008,65.02,1766.68,3.66,0.78,21.4,1.43,2.88,0.82,1.06,1.0,0.61,387.52,488.77,411.8,2.18,0.63,0.07,0.0018,0.0994,1.1,1.1,1.1,10.33,28.91,70.05,79.0,6.72
France,Europe,2009,65.54,1810.85,3.75,0.83,22.2,1.48,2.91,0.81,1.06,1.04,0.63,488.28,581.36,427.54,2.2,1.05,0.07,0.0018,0.1153,1.12,1.12,1.12,10.49,35.36,71.59,79.5,7.77
France,Europe,2010,66.06,1856.12,3.83,0.88,23.0,1.53,2.95,0.8,1.06,1.09,0.65,615.23,691.49,443.89,2.22,0.98,0.08,0.0018,0.0861,1.15,1.15,1.15,10.55,43.18,72.43,80.0,7.42
France,Europe,2011,66.59,1902.53,3.92,0.98,25.0,1.59,2.94,0.77,1.05,1.12,0.67,775.19,822.48,460.87,2.19,1.02,0.08,0.0017,0.1194,1.18,1.18,1.18,11.29,55.32,73.0,80.5,7.26
France,Europe,2012,67.12,1950.09,4.01,1.08,27.0,1.65,2.93,0.74,1.03,1.15,0.7,976.73,978.3,478.49,2.15,1.19,0.08,0.0017,0.1176,1.2,1.2,1.2,9.73,70.43,76.08,81.0,8.17
France,Europe,2013,67.66,1998.84,4.11,1.19,29.0,1.7,2.91,0.72,1.01,1.18,0.72,1230.69,1163.62,496.79,2.12,0.94,0.08,0.0017,0.1097,1.23,1.23,1.23,10.32,89.16,73.82,81.5,7.79
France,Europe,2014,68.2,2048.81,4.2,1.3,31.0,1.76,2.9,0.69,1.0,1.21,0.75,1550.66,1384.06,515.78,2.08,1.14,0.08,0.0016,0.0882,1.26,1.26,1.26,10.23,112.35,76.39,82.0,8.14
France,Europe,2015,68.74,2100.03,4.3,1.42,33.0,1.83,2.88,0.66,0.98,1.24,0.77,1953.84,1646.26,535.51,2.04,1.24,0.09,0.0016,0.1039,1.29,1.29,1.29,10.29,140.98,78.95,82.5,10.0
France,Europe,2016,69.29,2152.53,4.4,1.54,35.0,1.89,2.86,0.63,0.96,1.26,0.8,2461.83,1958.13,555.99,2.0,0.81,0.09,0.0016,0.1101,1.32,1.32,1.32,9.92,176.25,77.91,83.0,10.0
France,Europe,2017,69.85,2206.35,4.5,1.66,37.0,1.96,2.83,0.61,0.94,1.29,0.83,3101.91,2329.07,577.25,1.96,0.96,0.09,0.0015,0.1306,1.35,1.35,1.35,10.4,219.62,80.72,83.5,10.0
France,Europe,2018,70.41,2261.51,4.6,1.79,39.0,2.03,2.81,0.58,0.92,1.31,0.86,3908.41,2770.29,599.32,1.92,0.7,0.09,0.0015,0.1225,1.38,1.38,1.38,10.08,272.87,83.44,84.0,10.0
France,Europe,2019,70.97,2318.04,4.71,1.93,41.0,2.1,2.78,0.55,0.9,1.33,0.89,4924.59,3295.1,622.24,1.88,1.0,0.09,0.0015,0.1014,1.41,1.41,1.41,11.75,338.15,82.81,84.5,10.0
France,Europe,2020,71.54,2375.99,4.82,2.07,43.0,2.17,2.75,0.52,0.88,1.35,0.92,6204.99,3919.32,646.03,1.83,0.77,0.1,0.0014,0.13,1.45,1.45,1.45,10.22,418.03,85.59,85.0,10.0
France,Europe,2021,72.11,2435.39,4.93,2.22,45.0,2.24,2.71,0.49,0.86,1.36,0.95,7818.28,4661.79,670.74,1.79,0.88,0.1,0.0014,0.1035,1.48,1.48,1.48,10.78,515.68,85.46,85.5,10.0
France,Europe,2022,72.69,2496.28,5.04,2.37,47.0,2.32,2.67,0.47,0.83,1.37,0.98,9851.03,5544.93,696.39,1.74,1.34,0.1,0.0014,0.1221,1.51,1.51,1.51,10.93,634.87,86.16,86.0,10.0
France,Europe,2023,73.27,2558.69,5.16,2.53,49.0,2.4,2.63,0.44,0.81,1.38,1.01,12412.3,6595.36,723.02,1.69,1.21,0.1,0.0013,0.1122,1.55,1.55,1.55,10.28,780.2,89.05,86.5,10.0
France,Europe,2024,73.86,2622.65,5.28,2.69,51.0,2.48,2.59,0.41,0.79,1.39,1.05,15639.5,7844.78,750.66,1.64,1.09,0.11,0.0013,0.1188,1.58,1.58,1.58,11.25,957.19,88.43,87.0,10.0
Brazil,South America,2000,174.0,655.0,4.35,0.43,10.0,1.52,3.91,1.37,1.57,0.98,0.09,34.8,87.0,522.0,3.16,0.75,0.09,0.0066,0.0686,1.74,1.3,1.3,24.32,1.64,43.11,50.0,3.72
Brazil,South America,2001,176.61,697.57,4.48,0.48,10.8,1.59,4.0,1.37,1.58,1.05,0.09,44.15,104.2,545.72,3.21,0.83,0.09,0.0063,0.0684,1.79,1.34,1.34,23.08,2.17,44.62,50.5,4.45
Brazil,South America,2002,179.26,742.92,4.62,0.54,11.6,1.66,4.08,1.36,1.6,1.12,0.09,56.02,124.8,570.53,3.27,0.82,0.09,0.006,0.0691,1.85,1.39,1.39,23.56,2.85,45.8,51.0,4.04
Brazil,South America,2003,181.95,791.21,4.76,0.59,12.4,1.74,4.17,1.36,1.62,1.19,0.1,71.07,149.47,596.46,3.32,1.23,0.1,0.0057,0.0787,1.9,1.43,1.43,24.78,3.73,48.19,51.5,4.62
Brazil,South America,2004,184.68,842.64,4.9,0.65,13.2,1.81,4.25,1.35,1.63,1.27,0.1,90.17,179.02,623.57,3.38,0.89,0.1,0.0055,0.0577,1.96,1.47,1.47,24.95,4.86,47.85,52.0,4.19
Brazil,South America,2005,187.45,897.41,5.05,0.71,14.0,1.89,4.34,1.35,1.65,1.35,0.1,114.41,214.42,651.91,3.43,0.91,0.1,0.0052,0.0486,2.02,1.51,1.51,23.56,6.32,51.33,52.5,4.67
Brazil,South America,2006,190.26,955.74,5.2,0.77,14.8,1.98,4.43,1.34,1.67,1.43,0.1,145.16,256.81,681.54,3.49,1.48,0.1,0.005,0.0817,2.08,1.56,1.56,23.92,8.18,51.24,53.0,4.78
Brazil,South America,2007,193.11,1017.86,5.36,0.84,15.6,2.06,4.52,1.33,1.68,1.51,0.11,184.17,307.58,712.51,3.54,1.28,0.11,0.0047,0.0612,2.14,1.61,1.61,24.53,10.56,53.04,53.5,5.1
Brazil,South America,2008,196.01,1084.02,5.52,0.91,16.4,2.15,4.61,1.32,1.7,1.6,0.11,233.66,368.39,744.9,3.6,1.19,0.11,0.0045,0.0638,2.21,1.66,1.66,25.22,13.6,55.65,54.0,4.84
Brazil,South America,2009,198.95,1154.48,5.69,0.98,17.2,2.25,4.71,1.31,1.71,1.69,0.11,296.46,441.22,778.75,3.66,1.59,0.11,0.0043,0.073,2.27,1.71,1.71,25.15,17.46,57.0,54.5,5.28
Brazil,South America,2010,201.93,1229.53,5.86,1.05,18.0,2.34,4.8,1.3,1.73,1.78,0.12,376.13,528.44,814.15,3.72,0.9,0.12,0.0041,0.0657,2.34,1.76,1.76,24.48,22.38,57.53,55.0,5.26
Brazil,South America,2011,204.96,1309.44,6.04,1.21,20.0,2.44,4.83,1.27,1.72,1.84,0.12,477.22,632.92,851.15,3.69,1.03,0.12,0.0038,0.0899,2.41,1.81,1.81,25.41,30.46,58.3,55.5,5.32
Brazil,South America,2012,208.04,1394.56,6.22,1.37,22.0,2.55,4.85,1.23,1.71,1.91,0.12,605.47,758.05,889.84,3.67,1.19,0.12,0.0037,0.0587,2.49,1.87,1.87,25.31,41.04,57.87,56.0,5.88
Brazil,South America,2013,211.16,1485.2,6.41,1.54,24.0,2.66,4.87,1.2,1.69,1.98,0.13,768.19,907.91,930.28,3.64,1.22,0.13,0.0035,0.0817,2.56,1.92,1.92,24.82,54.83,61.92,56.5,5.66
Brazil,South America,2014,214.33,1581.74,6.6,1.72,26.0,2.77,4.88,1.16,1.68,2.04,0.13,974.64,1087.41,972.56,3.61,1.0,0.13,0.0033,0.0665,2.64,1.98,1.98,25.36,72.75,63.3,57.0,6.2
Brazil,South America,2015,217.54,1684.56,6.8,1.9,28.0,2.89,4.9,1.13,1.66,2.11,0.14,1236.57,1302.39,1016.76,3.58,1.63,0.14,0.0031,0.0891,2.72,2.04,2.04,23.95,95.95,64.66,57.5,8.17
Brazil,South America,2016,220.8,1794.05,7.0,2.1,30.0,3.01,4.9,1.09,1.65,2.17,0.14,1568.9,1559.87,1062.97,3.54,1.45,0.14,0.003,0.0848,2.8,2.1,2.1,23.73,125.91,62.87,58.0,8.64
Brazil,South America,2017,224.12,1910.67,7.22,2.31,32.0,3.14,4.91,1.05,1.63,2.23,0.14,1990.55,1868.25,1111.29,3.5,1.17,0.14,0.0028,0.0896,2.89,2.16,2.16,24.17,164.49,64.96,58.5,8.34
Brazil,South America,2018,227.48,2034.86,7.43,2.53,34.0,3.27,4.91,1.01,1.61,2.29,0.15,2525.51,2237.61,1161.79,3.46,1.51,0.15,0.0027,0.0958,2.97,2.23,2.23,24.31,214.05,66.87,59.0,8.68
Brazil,South America,2019,230.89,2167.12,7.66,2.76,36.0,3.41,4.9,0.97,1.59,2.34,0.15,3204.23,2679.98,1214.6,3.42,1.91,0.15,0.0025,0.106,3.06,2.3,2.3,25.23,277.58,66.66,59.5,8.38
Brazil,South America,2020,234.35,2307.99,7.89,3.0,38.0,3.55,4.89,0.93,1.57,2.4,0.16,4065.37,3209.82,1269.8,3.37,1.49,0.16,0.0024,0.0938,3.16,2.37,2.37,23.9,358.85,68.99,60.0,9.1
Brazil,South America,2021,237.87,2458.01,8.13,3.25,40.0,3.7,4.88,0.89,1.54,2.45,0.16,5157.94,3844.4,1327.51,3.32,1.63,0.16,0.0023,0.1023,3.25,2.44,2.44,24.05,462.63,68.5,60.5,9.38
Brazil,South America,2022,241.44,2617.78,8.38,3.52,42.0,3.85,4.86,0.85,1.52,2.5,0.17,6544.14,4604.43,1387.85,3.26,1.88,0.17,0.0021,0.1005,3.35,2.51,2.51,24.75,594.94,70.39,61.0,9.62
Brazil,South America,2023,245.06,2787.93,8.63,3.8,44.0,4.01,4.83,0.8,1.49,2.54,0.17,8302.88,5514.73,1450.93,3.2,2.33,0.17,0.002,0.1023,3.45,2.59,2.59,24.46,763.35,72.96,61.5,9.31
Brazil,South America,2024,248.73,2969.15,8.89,4.09,46.0,4.18,4.8,0.76,1.46,2.58,0.18,10534.27,6604.99,1516.87,3.14,1.46,0.18,0.0019,0.1127,3.56,2.67,2.67,24.23,977.41,75.6,62.0,9.55
Canada,North America,2000,31.0,730.0,1.55,0.23,15.0,0.54,1.32,0.46,0.53,0.33,0.03,31.0,62.0,155.0,1.04,0.08,0.52,0.0021,0.0817,0.46,0.46,0.46,12.75,2.74,60.93,75.0,6.31
Canada,North America,2001,31.25,748.25,1.59,0.25,15.8,0.56,1.34,0.46,0.53,0.35,0.03,39.06,73.75,160.93,1.05,0.08,0.68,0.0021,0.0897,0.48,0.48,0.48,12.74,3.4,60.2,75.5,6.14
Canada,North America,2002,31.5,766.96,1.62,0.27,16.6,0.58,1.35,0.45,0.53,0.37,0.03,49.22,87.72,167.08,1.05,0.08,0.56,0.0021,0.1035,0.49,0.49,0.49,12.97,4.21,60.56,76.0,6.51
Canada,North America,2003,31.75,786.13,1.66,0.29,17.4,0.61,1.37,0.45,0.53,0.39,0.03,62.01,104.33,173.47,1.06,0.08,0.81,0.002,0.0732,0.5,0.5,0.5,12.26,5.2,65.26,76.5,5.98
Canada,North America,2004,32.0,805.78,1.7,0.31,18.2,0.63,1.39,0.44,0.53,0.41,0.03,78.13,124.1,180.1,1.07,0.08,0.75,0.002,0.0799,0.51,0.51,0.51,13.01,6.41,66.68,77.0,7.04
Canada,North America,2005,32.26,825.93,1.74,0.33,19.0,0.65,1.41,0.44,0.53,0.44,0.03,98.45,147.61,186.99,1.08,0.09,0.69,0.0019,0.1045,0.52,0.52,0.52,12.89,7.89,65.28,77.5,7.08
Canada,North America,2006,32.52,846.58,1.78,0.35,19.8,0.68,1.43,0.43,0.54,0.46,0.04,124.05,175.57,194.14,1.09,0.09,0.55,0.0019,0.0959,0.53,0.53,0.53,11.7,9.69,65.68,78.0,6.48
Canada,North America,2007,32.78,867.74,1.82,0.37,20.6,0.7,1.44,0.42,0.54,0.48,0.04,156.3,208.83,201.57,1.1,0.09,0.8,0.0019,0.0876,0.55,0.55,0.55,12.73,11.89,66.66,78.5,6.87
Canada,North America,2008,33.04,889.43,1.86,0.4,21.4,0.73,1.46,0.42,0.54,0.51,0.04,196.94,248.39,209.27,1.11,0.09,0.76,0.0018,0.1076,0.56,0.56,0.56,11.96,14.56,70.1,79.0,7.59
Canada,North America,2009,33.3,911.67,1.9,0.42,22.2,0.75,1.48,0.41,0.54,0.53,0.04,248.14,295.44,217.28,1.12,0.1,0.81,0.0018,0.0873,0.57,0.57,0.57,11.41,17.8,72.28,79.5,6.87
Canada,North America,2010,33.57,934.46,1.95,0.45,23.0,0.78,1.5,0.4,0.54,0.55,0.04,312.66,351.41,225.58,1.13,0.1,0.93,0.0018,0.1012,0.58,0.58,0.58,13.28,21.74,73.2,80.0,8.0
Canada,North America,2011,33.84,957.82,1.99,0.5,25.0,0.81,1.49,0.39,0.53,0.57,0.04,393.95,417.98,234.21,1.11,0.1,0.74,0.0017,0.1127,0.6,0.6,0.6,12.24,27.85,73.12,80.5,7.78
Canada,North America,2012,34.11,981.77,2.04,0.55,27.0,0.84,1.49,0.38,0.52,0.59,0.04,496.37,497.17,243.17,1.09,0.1,0.97,0.0017,0.1234,0.61,0.61,0.61,13.02,35.46,74.07,81.0,7.72
Canada,North America,2013,34.38,1006.31,2.09,0.61,29.0,0.87,1.48,0.36,0.52,0.6,0.04,625.43,591.35,252.47,1.08,0.1,0.93,0.0017,0.0956,0.63,0.63,0.63,11.74,44.89,75.02,81.5,7.74
Canada,North America,2014,34.66,1031.47,2.13,0.66,31.0,0.9,1.47,0.35,0.51,0.62,0.04,788.04,703.38,262.12,1.06,0.11,0.77,0.0016,0.0973,0.64,0.64,0.64,11.64,56.56,74.87,82.0,8.59
Canada,North America,2015,34.94,1057.26,2.18,0.72,33.0,0.93,1.46,0.34,0.5,0.63,0.04,992.93,836.62,272.14,1.04,0.11,0.84,0.0016,0.1054,0.66,0.66,0.66,12.96,70.97,76.87,82.5,10.0
Canada,North America,2016,35.22,1083.69,2.23,0.78,35.0,0.96,1.45,0.32,0.49,0.64,0.04,1251.1,995.11,282.55,1.02,0.11,1.02,0.0016,0.0956,0.67,0.67,0.67,12.48,88.73,80.72,83.0,10.0
Canada,North America,2017,35.5,1110.78,2.29,0.85,37.0,0.99,1.44,0.31,0.48,0.65,0.05,1576.38,1183.63,293.36,1.0,0.11,0.9,0.0015,0.1185,0.69,0.69,0.69,12.01,110.57,82.36,83.5,10.0
Canada,North America,2018,35.78,1138.55,2.34,0.91,39.0,1.03,1.43,0.29,0.47,0.66,0.05,1986.24,1407.85,304.57,0.98,0.12,1.14,0.0015,0.122,0.7,0.7,0.7,12.94,137.38,81.65,84.0,10.0
Canada,North America,2019,36.07,1167.01,2.39,0.98,41.0,1.06,1.41,0.28,0.46,0.67,0.05,2502.66,1674.56,316.22,0.95,0.12,0.8,0.0015,0.1068,0.72,0.72,0.72,12.13,170.24,83.92,84.5,10.0
